date,txn_volume,txn_shares
2025-07-06 04:23:32.698000+00:00,-5.401737,-5e-05
2025-07-06 04:23:32.698000+00:00,-97.231266,-0.0009
2025-07-06 04:23:32.698000+00:00,-13796.036298,-0.1277
2025-07-06 04:23:32.698000+00:00,-518.566752,-0.0048
2025-07-06 04:23:32.698000+00:00,-6.4820844,-6e-05
2025-07-06 04:23:32.698000+00:00,-5.401737,-5e-05
2025-07-06 04:23:32.698000+00:00,-12823.723638,-0.1187
2025-07-06 04:23:32.698000+00:00,-9741.4925058,-0.09017
2025-07-06 04:23:32.698000+00:00,-16798.3217226,-0.15549
2025-07-06 04:23:32.698000+00:00,-3394.4515308,-0.03142
2025-07-06 04:23:32.698000+00:00,-155.5700256,-0.00144
2025-07-06 04:23:32.698000+00:00,-5.401737,-5e-05
2025-07-06 04:23:32.698000+00:00,-9538.3871946,-0.08829
2025-07-06 04:24:11.317000+00:00,-43637.3921808,-0.40392
2025-07-06 04:24:11.317000+00:00,-12823.723638,-0.1187
2025-07-06 04:24:11.317000+00:00,-5.401737,-5e-05
2025-07-06 04:24:11.317000+00:00,-56.1780648,-0.00052
2025-07-06 04:24:11.317000+00:00,-19.4462532,-0.00018
2025-07-06 04:24:11.317000+00:00,-58.3387596,-0.00054
2025-07-06 04:24:11.317000+00:00,-56.1780648,-0.00052
2025-07-06 04:24:11.317000+00:00,-54.01737,-0.0005
2025-07-06 04:24:11.317000+00:00,-52.9370226,-0.00049
2025-07-06 04:24:11.317000+00:00,-54.01737,-0.0005
2025-07-06 04:24:11.317000+00:00,-5.401737,-5e-05
2025-07-06 04:24:11.317000+00:00,-9343.9246626,-0.08649
2025-07-06 04:24:11.317000+00:00,-5.401737,-5e-05
2025-07-06 04:24:11.317000+00:00,-5.401737,-5e-05
2025-07-06 04:24:11.317000+00:00,-5.401737,-5e-05
2025-07-06 04:24:11.317000+00:00,-5.401737,-5e-05
2025-07-06 04:24:11.317000+00:00,-5.401737,-5e-05
2025-07-06 04:24:11.317000+00:00,-6.4820844,-6e-05
2025-07-06 04:24:11.317000+00:00,-10.803474,-0.0001
2025-07-06 04:24:11.317000+00:00,-5.401737,-5e-05
2025-07-06 04:24:11.317000+00:00,-5.401737,-5e-05
2025-07-06 04:24:11.317000+00:00,-5488.164792,-0.0508
2025-07-06 04:24:11.317000+00:00,-97.231266,-0.0009
2025-07-06 04:24:11.317000+00:00,-5.401737,-5e-05
2025-07-06 04:24:11.317000+00:00,-13796.036298,-0.1277
2025-07-06 04:24:11.317000+00:00,-4999.8477672,-0.04628
2025-07-06 04:24:11.317000+00:00,-1500.6025386,-0.01389
2025-07-06 04:24:11.317000+00:00,-254.9619864,-0.00236
2025-07-06 04:24:11.317000+00:00,-3248.6046318,-0.03007
2025-07-06 04:24:11.317000+00:00,-12205.7649252,-0.11298
2025-08-01 02:19:35.819000+00:00,32428.862952,0.28038
2025-08-01 02:19:35.819000+00:00,13442.051688,0.11622
2025-08-01 02:19:35.819000+00:00,12470.504328,0.10782
2025-08-01 02:19:35.819000+00:00,1496.645576,0.01294
2025-08-01 02:19:35.819000+00:00,816.562424,0.00706
2025-08-01 02:19:35.819000+00:00,5031.2274,0.0435
2025-08-01 02:19:35.819000+00:00,3928.983788,0.03397
2025-08-01 02:19:35.819000+00:00,46045.561844,0.39811
2025-08-01 02:20:39.337000+00:00,30152.0529775,0.26057
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,11.571575,0.0001
2025-08-01 02:20:39.337000+00:00,97.20123,0.00084
2025-08-01 02:20:39.337000+00:00,97.20123,0.00084
2025-08-01 02:20:39.337000+00:00,97.20123,0.00084
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,173.573625,0.0015
2025-08-01 02:20:39.337000+00:00,127.287325,0.0011
2025-08-01 02:20:39.337000+00:00,11927.97951,0.10308
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,97.20123,0.00084
2025-08-01 02:20:39.337000+00:00,20823.0492125,0.17995
2025-08-01 02:20:39.337000+00:00,63.6436625,0.00055
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,3679.76085,0.0318
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,5.7857875,5e-05
2025-08-01 02:20:39.337000+00:00,48281.23953,0.41724
2025-08-01 02:21:11.097000+00:00,39040.7137509,0.33729
2025-08-01 02:21:11.097000+00:00,3330.0760017,0.02877
2025-08-13 23:03:28.649000+00:00,-160430.6284098,-1.30398
2025-08-13 23:03:28.649000+00:00,-48249.2672767,-0.39217
2025-08-13 23:03:28.649000+00:00,-49.212604,-0.0004
2025-08-13 23:03:28.649000+00:00,-16756.891662,-0.1362
2025-08-13 23:03:28.649000+00:00,-37504.9255084,-0.30484
2025-08-13 23:03:28.649000+00:00,-26181.105328,-0.2128
2025-08-13 23:03:28.649000+00:00,-1636.319083,-0.0133
2025-08-18 02:18:54.265000+00:00,42026.3979616,0.36296
2025-08-18 02:18:54.265000+00:00,138.945552,0.0012
2025-08-18 02:18:54.265000+00:00,5.789398,5e-05
2025-08-18 02:18:54.265000+00:00,5.789398,5e-05
2025-08-18 02:18:54.265000+00:00,64939.677366,0.56085
2025-08-18 02:18:54.265000+00:00,4999.7241128,0.04318
2025-08-18 02:18:54.265000+00:00,5.789398,5e-05
2025-08-18 02:18:54.265000+00:00,1487.875286,0.01285
2025-08-18 02:18:54.265000+00:00,5.789398,5e-05
2025-08-18 02:18:54.265000+00:00,5.789398,5e-05
2025-08-18 02:18:54.265000+00:00,5.789398,5e-05
2025-08-18 02:18:54.265000+00:00,24292.314008,0.2098
2025-08-18 02:18:54.265000+00:00,5.789398,5e-05
2025-08-18 02:18:54.265000+00:00,5.789398,5e-05
2025-08-18 02:18:54.265000+00:00,5.789398,5e-05
2025-08-18 02:18:54.265000+00:00,5.789398,5e-05
2025-08-18 02:18:54.265000+00:00,89.1567292,0.00077
2025-08-18 02:18:54.265000+00:00,91.4724884,0.00079
